,year,c_code_1,state_name_1,total_protestant,total_catholic,total_christian,total_jewish,total_sunni,total_shia,total_islam,total_buddhist,total_hindu,total_sikh,total_shinto,total_non_religious
333,1965,140,BRA,2309968,78241640,80576608,41666,0,0,2500,140000,0,0,0,0
334,1970,140,BRA,6020237,85690846,94526013,77500,0,0,45000,156500,2500,0,1000,390000
335,1975,140,BRA,6985118,97293175,106775993,126750,0,0,62500,213250,4250,0,500,625000
336,1980,140,BRA,7950000,108895504,117027504,176000,0,0,80000,270000,6000,0,0,860000
337,1985,140,BRA,8269000,120802456,129071456,0,0,0,0,0,0,0,0,0
338,1990,140,BRA,12804925,121812760,138033011,86423,0,0,50000,236403,2666,0,2000,694623
339,1995,140,BRA,21476243,127311548,151406004,87862,0,0,68293,278083,2560,0,2701,995856
340,2000,140,BRA,26197710,117549465,146447175,92000,0,0,86586,319764,2455,0,105000,13439085
341,2005,140,BRA,38660132,115619960,157380092,99500,0,0,60876,281882,4065,0,130475,14826664
342,2010,140,BRA,51122554,113690456,168313010,107000,0,0,35167,244000,5675,0,155951,16214243
343,1945,145,BOL,57000,2501000,2558000,0,0,0,0,0,0,0,0,0
344,1950,145,BOL,54280,2550700,2604980,0,0,0,0,0,0,0,0,0
345,1955,145,BOL,15500,3077659,3093159,0,0,0,0,0,0,0,0,0
346,1960,145,BOL,16755,3149940,3166695,0,0,0,0,0,0,0,0,0
347,1965,145,BOL,18740,3523120,3541860,0,0,0,0,0,0,0,0,0
348,1970,145,BOL,21060,3980340,4001400,998,0,0,250,1998,0,0,0,27483
349,1975,145,BOL,149530,4521050,4672010,0,0,0,0,0,0,0,0,51000
350,1980,145,BOL,278000,5011990,5292850,1800,0,0,650,4000,0,0,0,12000
351,1985,145,BOL,305000,5423400,5728400,600,0,0,0,2800,0,0,0,35000
352,1990,145,BOL,400000,5840000,6272300,2600,0,0,1100,4500,0,0,0,40000
353,1995,145,BOL,450000,6820880,7300880,0,0,0,0,0,0,0,0,45000
354,2000,145,BOL,1241021,6496620,7842641,350,0,0,1666,5329,0,0,0,208225
355,2005,145,BOL,581350,8390030,9033088,350,0,0,1836,6827,0,0,0,282810
356,2010,145,BOL,1373600,8340600,9720100,350,0,0,1031,3836,0,0,0,412492
357,1945,150,PAR,21187,1100000,1121187,0,0,0,0,0,0,0,0,0
358,1950,150,PAR,26070,1234000,1260070,0,0,0,0,0,0,0,0,0
359,1955,150,PAR,32080,1507711,1539791,0,0,0,0,0,0,0,0,0
360,1960,150,PAR,28540,1711115,1739655,0,0,0,0,0,0,0,0,0
361,1965,150,PAR,25000,1914520,1939520,0,0,0,0,0,0,0,0,0
362,1970,150,PAR,47000,2185000,2232000,1135,0,0,0,1892,0,0,0,12126
363,1975,150,PAR,55050,2526050,2585900,1367,0,0,0,1946,0,0,0,12213
364,1980,150,PAR,63100,2958300,3033100,1600,0,0,0,2000,0,0,0,12300
365,1985,150,PAR,67000,3368000,3435000,0,0,0,0,2000,0,0,0,0
366,1990,150,PAR,83446,3835000,4142546,2400,0,0,0,6200,0,0,0,20000
367,1995,150,PAR,103928,4345200,4624128,0,0,0,0,0,0,0,0,0
368,2000,150,PAR,274800,4924416,5329016,1365,0,0,1000,5524,0,0,0,137400
369,2005,150,PAR,442425,4771111,5367889,1500,0,0,1270,4516,0,0,0,188768
370,2010,150,PAR,258212,5680657,6138983,3208,0,0,3873,14783,0,0,0,193658
371,1945,155,CHL,177500,4917092,5094592,4000,0,0,0,0,0,0,0,0
372,1950,155,CHL,241000,5313000,5554000,0,0,0,0,0,0,0,0,0
373,1955,155,CHL,242928,6120000,6362928,5748,0,0,0,0,0,0,0,0
374,1960,155,CHL,245500,7233300,7478800,0,0,0,0,0,0,0,0,0
375,1965,155,CHL,320000,7549520,8040827,0,0,0,0,0,0,0,0,0
376,1970,155,CHL,200953,8511100,8929331,15000,0,0,2000,500,0,0,0,321200
377,1975,155,CHL,250000,9201000,9651000,17000,0,0,2500,700,0,0,0,350000
378,1980,155,CHL,279100,9919050,10471712,10000,0,0,2360,590,0,0,0,426930
379,1985,155,CHL,625000,10279910,11354910,5666,0,0,0,0,0,0,0,0
380,1990,155,CHL,882500,10929500,12353325,9600,0,0,2000,750,0,0,0,437500
381,1995,155,CHL,1563100,11646900,13585000,0,0,0,0,0,0,0,0,0
382,2000,155,CHL,1321736,12382596,14197856,11127,0,0,1603,1812,0,0,0,455796
383,2005,155,CHL,2456317,11386900,14273550,20900,0,0,4000,2100,0,0,0,1350161
384,2010,155,CHL,1811913,12954191,15587652,20664,0,0,4500,2700,0,0,0,1024644
385,1945,160,ARG,310266,14840000,15150266,249660,0,0,0,0,0,0,0,0
386,1950,160,ARG,311000,15880000,16191000,249000,0,0,18764,0,0,0,0,239949
387,1955,160,ARG,251000,17904042,18155042,0,0,0,0,0,0,0,0,0
388,1960,160,ARG,214000,19409840,19623840,400000,0,0,0,0,0,0,0,0
389,1965,160,ARG,395068,20920685,21420596,437500,0,0,2500,5000,0,0,0,55000
390,1970,160,ARG,576136,22431530,23217353,475000,0,0,5000,10000,0,0,0,110000
391,1975,160,ARG,520980,24486060,25007040,520980,0,0,7500,5000,0,0,0,120000
392,1980,160,ARG,665760,25439646,26417319,557460,0,0,19000,3666,0,0,0,96666
393,1985,160,ARG,404046,27640766,28044812,603106,0,0,0,0,0,0,0,250000
394,1990,160,ARG,635760,28834993,29470753,620873,0,0,0,0,0,0,0,750000
395,1995,160,ARG,695360,31291200,31986560,695360,0,0,0,0,0,0,0,870000
396,2000,160,ARG,3332880,28884960,33280506,296256,0,0,555480,5985,1811,0,0,1451847
397,2005,160,ARG,2315520,29715840,32627326,425000,0,0,600000,6912,1879,368,0,4631040
398,2010,160,ARG,4039999,30299994,34400709,275000,0,0,611000,7236,1967,385,0,4847999
399,1945,165,URU,45000,1368000,1413000,83200,0,0,0,0,0,0,0,0
400,1950,165,URU,43920,1537000,1580920,41600,0,0,0,0,0,0,0,0
401,1955,165,URU,26960,1756900,1783860,20800,0,0,0,0,0,0,0,0
402,1960,165,URU,10000,1976800,1986800,0,0,0,0,0,0,0,0,0
403,1965,165,URU,32500,1954310,1986810,0,0,0,0,0,0,0,0,0
404,1970,165,URU,57053,2115337,2172390,52000,0,0,300,0,0,0,0,0
405,1975,165,URU,47529,2067646,2118674,40552,0,0,187,0,0,0,0,129212
406,1980,165,URU,38005,2019955,2064960,29105,0,0,75,0,0,0,0,258425
407,1985,165,URU,90240,1985280,2075520,0,0,0,0,0,0,0,0,660000
408,1990,165,URU,96000,2119600,2262800,30500,0,0,450,60,0,0,0,439000
409,1995,165,URU,83720,2202760,2286480,63720,0,0,0,0,0,0,0,0
410,2000,165,URU,95000,2311080,2470035,45873,0,0,167,21,0,0,0,631841
411,2005,165,URU,363660,1557126,2705243,9918,0,0,1000,32,0,0,0,568632
412,2010,165,URU,369234,1580995,2746709,10070,0,0,1015,32,0,0,0,577348
413,1945,200,UKG,10306954,3541081,46482480,387698,0,0,129572,121,18827,1748,0,2160883
414,1950,200,UKG,10000000,3998664,47348064,399866,0,0,199933,1002,39987,10022,0,2600650
415,1955,200,UKG,9227777,4277443,47094083,412415,0,0,308501,8248,84927,57446,0,3125575
416,1960,200,UKG,8655555,4656221,47520102,424965,0,0,417069,15494,129867,104871,0,3650499
417,1965,200,UKG,8283332,5435000,48806121,437514,0,0,525637,22740,174806,152295,0,4175424
418,1970,200,UKG,7711109,5513131,49292140,450063,0,0,634205,29986,219746,199719,0,4700348
419,1975,200,UKG,7082082,5412065,49263092,458031,0,0,732102,75493,299873,204859,0,4872374
420,1980,200,UKG,6453055,5311000,48834047,466000,0,0,830000,121000,380000,210000,0,5044400
421,1985,200,UKG,5824027,5455500,48605000,458000,0,0,814000,120500,377500,217500,0,5668500
422,1990,200,UKG,5195000,5600000,48498500,310000,0,0,1050000,120000,375000,225000,0,6498000
423,1995,200,UKG,4950700,5741500,48904250,295603,0,0,1459221,153245,471355,271929,0,6895223
424,2000,200,UKG,4512000,5200000,42458524,281207,1627314,201128,1828442,186491,567710,318859,0,12870000
425,2005,200,UKG,4800000,4804912,40989298,272103,2015157,249064,2264221,217659,692355,370929,0,14722500
426,2010,200,UKG,4525200,4409825,38957273,263000,2403000,297000,2700000,248827,817000,423000,0,16275000
427,1945,205,IRE,32225,2781260,2939472,3835,0,0,0,0,0,0,0,1282
428,1950,205,IRE,40675,2767601,2964542,3058,0,0,0,0,0,0,0,1222
429,1955,205,IRE,37188,2724120,2904585,3156,0,0,0,0,0,0,0,1164
430,1960,205,IRE,25629,2686435,2816080,3398,0,0,0,0,0,0,0,11328
431,1965,205,IRE,30214,2703440,2854407,2945,0,0,0,0,0,0,0,6225
432,1970,205,IRE,21698,2795666,2915103,2680,0,0,298,0,0,0,0,6254
433,1975,205,IRE,26907,3000071,3131997,2360,0,0,1973,0,0,0,0,8398
434,1980,205,IRE,32116,3204476,3348892,2040,0,0,3649,0,0,0,0,10543
435,1985,205,IRE,25176,3216401,3333827,1810,0,0,5574,0,0,0,0,38413
436,1990,205,IRE,18236,3228327,3335763,1581,0,0,7500,0,0,0,0,66283
437,1995,205,IRE,40200,3268930,3486468,1750,0,0,15081,726,2360,0,0,87769
438,2000,205,IRE,30213,3296947,3529605,1865,0,0,19163,466,3767,0,0,131669
439,2005,205,IRE,35113,3586947,3855152,2065,0,0,27678,521,4214,0,0,181350
440,2010,205,IRE,31442,3861335,4150307,1984,0,0,25700,781,0,0,0,269811
441,1955,210,NTH,4530109,4304592,9958686,14451,0,0,22648,1386,0,0,0,742249
442,1960,210,NTH,4583913,4634478,10476421,14503,0,0,35211,2266,0,0,0,919329
443,1965,210,NTH,4637716,4906670,10936461,22303,0,0,47775,3147,0,0,0,1096408
444,1970,210,NTH,4691520,4995336,11212975,30104,0,0,60338,4027,1006,0,0,1273487
445,1975,210,NTH,4583310,5084002,11312510,31052,0,0,101169,4113,20755,0,0,1682128
446,1980,210,NTH,4475100,5172668,11419245,32000,0,0,142000,4200,40503,0,0,2090769
447,1985,210,NTH,4277550,5261334,11427907,29000,0,0,338000,36000,60252,0,0,2499410
448,1990,210,NTH,4080000,5300000,11346000,26000,0,0,533000,48000,80000,0,0,2908051
449,1995,210,NTH,3679481,5410650,11215247,25471,0,0,626500,102930,84674,0,0,3316692
450,2000,210,NTH,3200000,5209380,10625781,24942,0,0,780000,157860,95000,12629,0,4050000
451,2005,210,NTH,3132846,4943527,10570926,25786,0,0,897600,194208,105264,13072,0,4157560
452,2010,210,NTH,2824128,4485380,9626041,25700,0,0,963526,201012,107151,13290,0,5648257
453,1945,211,BEL,21904,8010240,8149719,19809,0,0,0,0,0,0,0,44599
454,1950,211,BEL,35074,8326402,8488651,25053,0,0,0,0,0,0,0,125265
455,1955,211,BEL,45618,8414271,8601056,28369,0,0,0,0,0,0,0,238547
456,1960,211,BEL,56161,8613304,8819423,31684,0,0,0,0,0,0,0,301830
457,1965,211,BEL,62705,8780520,9011675,35000,0,0,0,0,0,0,0,417112
458,1970,211,BEL,77248,8682477,8943266,33120,0,0,90284,4017,0,0,0,578394
459,1975,211,BEL,111424,8561858,8872452,32813,0,0,100142,4088,0,0,0,588157
460,1980,211,BEL,145600,8441239,8801639,32507,0,0,110000,4160,0,0,0,597920
461,1985,211,BEL,131300,8320619,8648544,32200,0,0,200000,12080,0,0,0,927388
462,1990,211,BEL,117000,8200000,8495449,32100,0,0,315000,20000,0,0,0,1076855
463,1995,211,BEL,100840,7961180,8222233,32000,0,0,403904,21939,0,0,0,1406323
464,2000,211,BEL,95000,7620750,7909604,40000,315000,35000,350000,20000,0,0,0,1524150
465,2005,211,BEL,132000,7854750,8139550,50000,360000,40000,400000,10000,6500,3000,0,1816500
466,2010,211,BEL,108763,6797746,7526165,30000,489437,54381,543818,32629,7500,3500,0,2088267
467,1945,212,LUX,2503,273170,279687,870,0,0,50,0,0,0,0,704
468,1950,212,LUX,4410,285100,293857,699,0,0,100,0,0,0,0,691
469,1955,212,LUX,4986,293050,302786,671,0,0,200,0,0,0,0,677
470,1960,212,LUX,5561,301000,311714,643,0,0,299,0,0,0,0,664
471,1965,212,LUX,6137,310500,322192,670,0,0,399,0,0,0,0,7232
472,1970,212,LUX,6712,312380,325050,698,0,0,498,0,0,0,0,10800
473,1975,212,LUX,6834,330870,343964,704,0,0,1349,0,0,0,0,11450
474,1980,212,LUX,6956,334140,347660,710,0,0,2199,0,0,0,0,12100
475,1985,212,LUX,7078,335220,349465,705,0,0,2950,0,0,0,0,12724
476,1990,212,LUX,7200,337620,352790,700,0,0,3900,0,0,0,0,23148
477,1995,212,LUX,7910,360780,376823,699,0,0,5850,0,0,0,0,25171
478,2000,212,LUX,8000,387900,404690,600,6000,0,6000,0,0,0,0,17800
479,2005,212,LUX,8200,418500,436200,650,9000,0,9000,0,0,0,0,17500
480,2010,212,LUX,8500,445137,460637,600,9139,1000,10139,0,0,0,0,25101
481,1945,220,FRN,788877,36400000,37239888,364863,0,0,168108,995,2864,0,0,1910038
482,1950,220,FRN,834720,37562400,38511767,398996,0,0,199498,2992,5008,0,0,2491639
483,1955,220,FRN,879880,37782360,38955930,436321,0,0,236749,8996,8757,0,0,3195133
484,1960,220,FRN,925040,38411000,39808773,473645,0,0,274000,15001,12506,0,0,3898626
485,1965,220,FRN,970200,40469140,42091117,510970,0,0,814753,21005,16254,0,0,4602120
486,1970,220,FRN,1015360,41629760,43475937,548294,0,0,1355506,27009,20003,0,0,5105613
487,1975,220,FRN,1125180,41819840,44111544,543547,0,0,1602753,97244,25002,0,0,6009107
488,1980,220,FRN,1235000,42009920,44747150,538800,0,0,1850000,167478,30002,0,0,6412600
489,1985,220,FRN,1105730,42200000,45233457,556900,0,0,1655000,217713,35001,0,0,7436950
490,1990,220,FRN,1134255,41130933,44618413,575000,0,0,1810000,307948,40000,0,0,9161300
491,1995,220,FRN,1162780,40061867,43939194,581390,0,0,2677400,378182,42302,0,0,10185650
492,2000,220,FRN,1150000,39750000,42875006,620000,3950000,500000,4450000,594540,0,0,0,10500000
493,2005,220,FRN,1219920,39647400,42399613,600000,4800000,700000,5500000,609960,0,0,0,10674300
494,2010,220,FRN,1254451,40456051,44023361,480000,4500000,450000,4950000,650755,51000,0,0,12008726
495,1995,221,MNC,700,27780,29105,539,0,0,136,0,0,0,0,2166
496,2000,221,MNC,2306,25362,28250,500,0,0,1197,0,0,0,0,2500
497,2005,221,MNC,1621,25075,27399,500,0,0,730,0,0,0,0,3385
498,2010,221,MNC,936,24789,26550,500,0,0,264,0,0,0,0,4270
499,1990,223,LIE,2140,22000,27120,40,0,0,600,0,0,0,0,870
500,1995,223,LIE,2555,23210,28428,41,0,0,1319,0,0,0,0,1022
501,2000,223,LIE,2760,26122,29285,26,0,0,1593,66,0,0,0,941
502,2005,223,LIE,2911,26786,30158,33,0,0,1776,0,0,0,0,1260
503,2010,223,LIE,3062,27450,31031,40,0,0,1960,148,0,0,0,1952
504,1945,225,SWZ,2267320,2103000,4381213,19300,0,0,1713,0,0,0,0,9700
505,1950,225,SWZ,2510780,2139000,4662971,18000,0,0,2009,0,0,0,0,10589
506,1955,225,SWZ,2700240,2220000,4936833,19048,0,0,2356,0,0,0,0,21719
507,1960,225,SWZ,2801100,2282258,5308380,19984,0,0,2703,0,0,0,0,28849
508,1965,225,SWZ,2841960,2342400,5729956,20520,0,0,9686,0,0,0,0,48360
509,1970,225,SWZ,2882820,2749735,6151533,21057,0,0,16670,2031,2031,0,0,67872
510,1975,225,SWZ,3092000,3157070,6279141,21628,0,0,17135,2015,2215,0,0,79536
511,1980,225,SWZ,2865700,3046700,5979500,18300,0,0,56600,2000,2300,0,0,241600
512,1985,225,SWZ,2831850,3115350,6020800,17950,0,0,104400,1200,2050,0,0,320000
513,1990,225,SWZ,2798000,3184000,6064100,17600,0,0,152200,1030,1800,0,0,510900
514,1995,225,SWZ,2683550,3122600,6091621,17750,0,0,231500,10480,12311,0,0,660350
515,2000,225,SWZ,2569100,3061200,6119143,17900,0,0,310800,19931,22823,0,0,809800
516,2005,225,SWZ,2665503,3272280,6408536,17923,0,0,312354,24170,23129,0,0,615675
517,2010,225,SWZ,2193742,3710000,6303993,17500,0,0,322000,25431,24336,0,0,1050000
518,1945,230,SPN,26000,26273497,26316757,9292,0,0,5605,0,0,0,0,41420
519,1950,230,SPN,29970,27830968,27866921,9467,0,0,6974,0,0,0,0,104698
520,1955,230,SPN,20000,28853000,28880553,9645,0,0,8676,0,0,0,0,264646
521,1960,230,SPN,20000,30000000,30029122,9822,0,0,10378,0,0,0,0,400594
522,1965,230,SPN,0,31500000,31510692,10000,0,0,12080,0,0,0,0,519341
523,1970,230,SPN,0,33106000,33118261,11600,0,0,12782,500,0,0,0,618089
524,1975,230,SPN,0,34806000,34819831,10950,0,0,9641,4500,0,0,0,730744
525,1980,230,SPN,0,36732702,36748102,9300,0,0,5500,8500,0,0,0,755000
526,1985,230,SPN,0,37202000,37216775,12000,0,0,27000,12500,0,0,0,1180000
527,1990,230,SPN,0,37450000,37464150,12800,0,0,170000,16500,0,0,0,1271000
528,1995,230,SPN,0,37249500,37249500,29583,0,0,300000,13838,0,0,0,1590737
529,2000,230,SPN,800000,33300000,34100000,52000,0,0,450000,12000,0,0,0,4953750
530,2005,230,SPN,780000,35600000,36380000,35000,0,0,1100000,9000,0,0,0,5858730
531,2010,230,SPN,1200000,35000000,37121529,12000,0,0,1400000,10200,0,0,0,7372239
532,1995,232,AND,680,62000,62680,257,0,0,448,0,207,0,0,4298
533,2000,232,AND,0,70200,72946,0,0,0,500,0,0,0,0,4488
534,2005,232,AND,0,71100,74445,0,0,0,400,0,0,0,0,4100
535,2010,232,AND,300,73054,77546,0,0,0,769,0,300,0,0,6807
536,1945,235,POR,19873,7823709,7985663,918,0,0,0,0,0,0,0,63342
537,1950,235,POR,29922,8067581,8301840,1000,0,0,0,0,0,0,0,102020
538,1955,235,POR,40052,8205287,8493771,1089,0,0,0,0,0,0,0,114883
539,1960,235,POR,60181,8362394,8739903,1179,0,0,0,0,0,0,0,147747
540,1965,235,POR,75311,8509500,8730983,1268,0,0,0,0,0,0,0,232822
541,1970,235,POR,90440,8320450,8722040,1357,0,0,833,0,0,0,0,317897
542,1975,235,POR,61550,8365560,8714810,1328,0,0,4335,0,0,0,0,362393
543,1980,235,POR,32660,8685240,9335680,1300,0,0,9667,0,0,0,0,406889
544,1985,235,POR,54827,8867620,9525108,1000,0,0,15000,0,0,0,0,451384
545,1990,235,POR,76993,9050000,9344537,500,0,0,20000,50000,0,0,0,395880
546,1995,235,POR,99160,8902720,9263964,467,0,0,28910,52650,0,0,0,529871
547,2000,235,POR,395000,7900000,8437963,1773,0,0,35000,55300,7000,395,0,342987
548,2005,235,POR,240070,8340033,8780641,2482,0,0,62993,57449,6693,410,0,539444
549,2010,235,POR,85140,8780066,9123319,3192,0,0,90987,59598,6386,426,0,735901
550,1945,255,GMY,43951530,40363650,86109120,442400,0,0,0,0,0,0,0,1793940
551,1990,255,GMY,31840000,28200000,62557600,47000,0,0,2850000,75000,45000,3000,0,13360000
552,1995,255,GMY,28786300,27666300,60917960,135319,0,0,3258506,79843,68954,13833,0,15365036
553,2000,255,GMY,27000000,27200000,56327135,187500,0,0,3000000,80000,62500,62500,0,21800000
554,2005,255,GMY,26605000,26200000,54399203,189000,2500000,225000,3500000,82000,70000,22000,0,19054252
555,2010,255,GMY,25300000,25700000,57827992,119000,2900000,280000,4000000,245000,97500,25000,0,18790764
556,1955,260,GFR,26758004,23380526,50138530,17116,0,0,285361,0,0,0,0,1047280
557,1960,260,GFR,28021153,25494580,53515733,22169,0,0,450000,0,0,0,0,1299884
558,1965,260,GFR,29035506,28039680,57075186,41441,0,0,709625,0,0,0,0,1180820
559,1970,260,GFR,29749860,27078444,57417016,60714,0,0,969250,0,0,0,0,1821420
560,1975,260,GFR,29686560,27697001,58136180,46507,0,0,1228875,0,0,0,0,2060910
561,1980,260,GFR,28922860,27891000,57645720,32300,0,0,1488500,5000,0,0,0,2300400
562,1985,260,GFR,28459000,26692000,56552000,22432,0,0,1463000,0,0,0,0,2439000
563,1990,260,GFR,28960000,27160000,57550000,15580,0,0,1490000,0,0,0,0,3795180
564,1955,265,GDR,13221145,1900028,15121173,0,0,0,0,0,0,0,0,1789269
565,1960,265,GDR,12351038,1899964,14251002,0,0,0,0,0,0,0,0,2408179
566,1965,265,GDR,11480931,1899900,13380831,0,0,0,0,0,0,0,0,3027090
567,1970,265,GDR,10610824,1730633,12341457,0,0,0,0,0,0,0,0,3646000
568,1975,265,GDR,9840717,1591367,11432084,0,0,0,0,0,0,0,0,4391450
569,1980,265,GDR,9590300,1392100,10998400,500,0,0,0,0,0,0,0,5289313
570,1985,265,GDR,8849410,1335760,10415170,600,0,0,0,0,0,0,0,6170751
571,1945,290,POL,232958,21763800,22731079,250000,0,0,624,0,0,0,0,1098788
572,1950,290,POL,242592,22590000,23585121,150000,0,0,499,0,0,0,0,1080193
573,1955,290,POL,263996,24904810,25934561,50000,0,0,399,0,0,0,0,1093650
574,1960,290,POL,280000,27196120,28166330,45000,0,0,300,0,0,0,0,1086107
575,1965,290,POL,210000,28976320,30108152,31000,0,0,200,0,0,0,0,1078564
576,1970,290,POL,215388,30346727,31507995,24667,0,0,100,0,0,0,0,991022
577,1975,290,POL,240775,31617133,32993696,18333,0,0,590,0,0,0,0,1003479
578,1980,290,POL,256163,33027540,34508703,12000,0,0,1080,0,0,0,0,1055936
579,1985,290,POL,311550,34043770,35949899,8470,0,0,2790,0,0,0,0,1048393
580,1990,290,POL,336938,35000000,37050000,4940,0,0,4500,900,0,0,0,1040850
581,1995,290,POL,362325,35110641,37293803,1410,0,0,5303,1458,0,0,0,1252114
582,2000,290,POL,116295,34810970,36631210,1400,0,0,2500,0,0,0,0,1938250
583,2005,290,POL,158000,33795400,35958000,1400,0,0,2700,1984,0,0,0,2098855
584,2010,290,POL,145600,33507000,34539629,1600,0,0,5100,1500,0,0,0,3054633
585,1955,305,AUS,432246,6200823,6644938,10918,0,0,0,0,0,0,0,265011
586,1960,305,AUS,437000,6273000,6733738,10613,0,0,0,0,0,0,0,266009
587,1965,305,AUS,436260,6180350,6907450,10307,0,0,0,0,0,0,0,290840
588,1970,305,AUS,454740,6365945,7128757,10001,0,0,17995,1001,0,0,0,305031
589,1975,305,AUS,455160,6651540,7167587,9500,0,0,29497,1010,0,0,0,356035
590,1980,305,AUS,423162,6398192,6821354,7123,0,0,76939,0,0,0,0,452039
591,1985,305,AUS,423000,6314632,7027742,9000,0,0,92185,1260,0,0,0,443000
592,1990,305,AUS,385378,6048122,6433500,7205,0,0,157415,0,0,0,0,666491
593,1995,305,AUS,425275,6310000,6996880,8687,0,0,242116,5717,4198,675,0,700000
594,2000,305,AUS,384488,6061499,6445987,8320,0,0,346502,0,0,0,0,984616
595,2005,305,AUS,443937,5715476,6285258,8309,0,0,372536,0,0,0,0,1139199
596,2010,305,AUS,503386,5369453,6124531,8298,0,0,398571,0,0,0,0,1293783
597,1945,310,HUN,2346240,5535683,8107212,153470,0,0,0,0,0,0,0,724818
598,1950,310,HUN,2428660,5730144,8392007,134000,0,0,0,0,0,0,0,750280
599,1955,310,HUN,2474500,5990250,8727750,117000,0,0,0,0,0,0,0,975535
600,1960,310,HUN,2486934,5990400,8765444,100000,0,0,0,0,0,0,0,1058930
601,1965,310,HUN,2489369,5997723,8773090,95121,0,0,0,0,0,0,0,1211324
602,1970,310,HUN,2491803,5932292,8697982,90242,0,0,2005,301,0,0,0,1463719
603,1975,310,HUN,2424202,5866862,8552839,92682,0,0,5618,476,0,0,0,1621206
604,1980,310,HUN,2356601,5801431,8424299,95121,0,0,9232,651,0,0,0,1778693
605,1985,310,HUN,2289000,5736000,8295758,97561,0,0,12845,825,0,0,0,1936180
606,1990,310,HUN,2187859,5590667,8053776,100000,0,0,16458,1000,0,0,0,2093666
607,1995,310,HUN,2086717,5445333,7811791,56435,0,0,20072,2206,0,0,0,2251153
608,2000,310,HUN,1953973,5205333,7462967,12666,0,0,3150,5139,0,0,0,2059759
609,2005,310,HUN,1876771,4941352,7066031,11815,0,0,3825,2569,0,0,0,2374282
610,2010,310,HUN,1799569,4677371,6669095,10965,0,0,4500,0,0,0,0,2688805
611,1945,315,CZE,1200000,9300000,10593255,50000,0,0,0,0,0,0,0,3505500
612,1950,315,CZE,1047440,9000000,10171330,41250,0,0,0,0,0,0,0,2130020
613,1955,315,CZE,1095560,9020587,10280735,32500,0,0,0,0,0,0,0,2749530
614,1960,315,CZE,1200000,9041173,10446458,23750,0,0,0,0,0,0,0,3140420
615,1965,315,CZE,1245030,9061760,10552773,15000,0,0,0,0,0,0,0,3539750
616,1970,315,CZE,1270060,9309820,10866560,13375,0,0,702,0,0,0,0,3440160
617,1975,315,CZE,1418380,9517880,11183600,11750,0,0,0,0,0,0,0,3552480
618,1980,315,CZE,1546700,9795940,11550840,10125,0,0,0,0,0,0,0,3674640
619,1985,315,CZE,1082000,10174000,11406000,8500,0,0,0,0,0,0,0,4029740
620,1990,315,CZE,690000,10280000,11078173,0,0,0,0,0,0,0,0,4541690
621,1995,316,CZR,286500,2738889,3076314,7210,0,0,1050,10746,0,0,0,6818460
622,2000,316,CZR,318569,2744514,3098330,3900,0,0,3699,6826,1062,0,0,6048221
623,2005,316,CZR,246712,2411185,2675520,5611,0,0,2518,3413,531,0,0,7014110
624,2010,316,CZR,174855,2077857,2252712,7322,0,0,1338,0,0,0,0,7980000
625,1995,317,SLO,440819,3241569,3899119,927,0,0,0,0,0,0,0,524315
626,2000,317,SLO,535460,3713320,4519352,2424,0,0,517,0,0,0,0,698286
627,2005,317,SLO,504249,3539205,4307433,2377,0,0,514,0,0,0,0,713828
628,2010,317,SLO,473787,3370291,4101842,2445,0,0,521,0,0,0,0,730349
629,1945,325,ITA,0,44080236,44270236,47825,0,0,1765,928,0,0,0,756467
630,1950,325,ITA,0,45219840,45424648,40651,0,0,5087,1116,0,0,0,1626501
631,1955,325,ITA,0,45755720,45953201,39826,0,0,14661,1342,0,0,0,2615913
632,1960,325,ITA,100000,46291600,46481754,39002,0,0,24234,1567,0,0,0,3645325
633,1965,325,ITA,90000,46827480,47010307,38177,0,0,33808,1793,0,0,0,5023736
634,1970,325,ITA,80000,47363360,47538860,37352,0,0,43381,2018,0,0,0,6184148
635,1975,325,ITA,70000,47970020,48144033,38126,0,0,182536,2059,0,0,0,6710432
636,1980,325,ITA,70000,48576680,48759207,38900,0,0,321691,2100,0,0,0,7236716
637,1985,325,ITA,50000,48683340,48854380,38629,0,0,460845,3100,0,0,0,7763000
638,1990,325,ITA,0,48540000,48669553,38359,0,0,600000,4100,0,0,0,8282664
639,1995,325,ITA,0,47580000,47718067,38088,0,0,640000,6233,0,0,0,8802329
640,2000,325,ITA,252535,48703300,48955835,30200,0,0,950063,60338,0,0,0,7200000
641,2005,325,ITA,358000,49988000,50346000,30000,0,0,1000000,60000,75000,0,0,6500000
642,2010,325,ITA,0,47858795,48018881,39000,0,0,700000,8831,7923,24193,0,11300000
643,1995,331,SNM,0,22431,22799,0,0,0,5,0,0,0,0,1750
644,2000,331,SNM,0,25650,25650,0,0,0,5,0,0,0,0,1000
645,2005,331,SNM,0,29450,29450,0,0,0,6,0,0,0,0,1200
646,2010,331,SNM,0,27038,28088,0,0,0,6,0,0,0,0,3450
647,1965,338,MLT,130,314310,317435,50,0,0,0,0,50,0,0,1376
648,1970,338,MLT,209,296990,301304,50,0,0,0,0,50,0,0,1494
649,1975,338,MLT,334,294880,301594,50,0,0,0,0,50,0,0,1621
650,1980,338,MLT,460,311040,320154,50,0,0,0,0,50,0,0,1747
651,1985,338,MLT,555,324000,334627,50,0,0,0,0,45,0,0,1874
